,gnd,person,sameAs,forename,surname,dateOfDeath,dateOfBirth
268,http://d-nb.info/gnd/116903554,"{'forename': 'Friedrich', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4146402-3', '@value': 'Botaniker'}, {'@id': 'http://d-nb.info/gnd/4772761-5', '@value': 'Heimatschriftsteller'}], 'preferredName': 'Friedrich Merkenschlager', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4241862-8', '@value': 'Hauslach'}, 'dateOfDeath': '1968', 'variantName': ['Fritz Merkenschlager', 'F. Merkenschlager'], 'surname': 'Merkenschlager', 'biographicalOrHistoricalInformation': 'Dt. Biologe und Heimatdichter', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4241862-8', '@value': 'Hauslach'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'academicDegree': 'Dr.', 'dateOfBirth': '1892'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/116903554', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/n2002079687', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/49989169', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000033684753', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Friedrich,Merkenschlager,1968,1892
269,http://d-nb.info/gnd/118542710,"{'forename': 'Alfred', 'familialRelationship': [{'@id': 'http://d-nb.info/gnd/118828061', 'relationship': 'Sohn', 'preferredName': 'Martin Grotjahn'}, {'@id': 'http://d-nb.info/gnd/12567760X', 'relationship': 'Schwiegertochter', 'preferredName': 'Etelka Grotjahn'}, {'@id': 'http://d-nb.info/gnd/106379577', 'relationship': 'Enkelin', 'preferredName': 'Marianne Grotjahn'}, {'@id': 'http://d-nb.info/gnd/104609281', 'relationship': 'Enkelin', 'preferredName': 'Eva Kiesau'}, {'@id': 'http://d-nb.info/gnd/136681328', 'relationship': 'Urenkel', 'preferredName': 'Roland Schmidt'}], 'professionOrOccupation': [{'@value': 'Sozialhygieniker'}, {'@id': 'http://d-nb.info/gnd/4003157-3', '@value': 'Arzt'}], 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/b/b8/Bundesarchiv_Bild_183-1991-0904-505,_Prof._Dr._Alfred_Grotjahn.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_183-1991-0904-505,_Prof._Dr._Alfred_Grotjahn.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv_Bild_183-1991-0904-505,_Prof._Dr._Alfred_Grotjahn.jpg?width=270'}, 'preferredName': 'Alfred Grotjahn', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfDeath': '4. September 1931', 'variantName': ['Alfred Grothjahn', 'A. Grotjahn', 'A. Grothjahn'], 'surname': 'Grotjahn', 'biographicalOrHistoricalInformation': 'prakt. Arzt, Sozialhygieniker; 1894: Promotion', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4005728-8', '@value': 'Berlin'}, 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4052574-0', '@value': 'Schladen'}, 'dateOfBirth': '25. November 1869'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118542710', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/n82052971', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/67256984', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd118542710.html', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/0000000109114176', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Alfred,Grotjahn,4. September 1931,25. November 1869
270,http://d-nb.info/gnd/102740127,"{'placeOfActivity': [{'@id': 'http://d-nb.info/gnd/4014013-1', '@value': 'Eisenach'}], 'variantName': ['A. Kühner', 'Aug. Kühner', 'August C. Kühner', 'August Kuehner', '... Kuehner', 'A. Kuehner', 'Henry Waldow', 'Conrad August Theodor Kühner'], 'dateOfBirthAndDeath': 'um 1900', 'forename': 'August', 'surname': 'Kühner', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4003157-3', '@value': 'Arzt'}, {'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}, {'@id': 'http://d-nb.info/gnd/4135027-3', '@value': 'Amtsarzt'}, {'@id': 'http://d-nb.info/gnd/7588781-2', '@value': 'Rechtsmediziner'}], 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'academicDegree': 'Dr.med.', 'preferredName': 'August Kühner'}","[{'@id': 'http://viaf.org/viaf/37312261', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",August,Kühner,,
271,http://d-nb.info/gnd/102032718,"{'dateOfDeath': '12. Juni 1965', 'variantName': ['Rudolph Seiden'], 'forename': 'Rudolf', 'surname': 'Seiden', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4670833-9', '@value': 'Sachbuchautor'}, {'@id': 'http://d-nb.info/gnd/4009836-9', '@value': 'Chemiker'}, {'@id': 'http://d-nb.info/gnd/4190935-5', '@value': 'Zionist'}], 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Rudolf Seiden', 'dateOfBirth': '13. August 1900'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/102032718', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://en.wikipedia.org/wiki/Rudolph_A._Seiden', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n86081130', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/18000677', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000058866668', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Rudolf,Seiden,12. Juni 1965,13. August 1900
272,http://d-nb.info/gnd/119418266,"{'dateOfDeath': '1965', 'variantName': ['M. Laros', 'Mathias Laros'], 'forename': 'Matthias', 'surname': 'Laros', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4030020-1', '@value': 'Katholischer Theologe'}, {'@id': 'http://d-nb.info/gnd/4132592-8', '@value': 'Pfarrer'}], 'biographicalOrHistoricalInformation': 'Diss. 1917', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4060877-3', '@value': 'Trier'}, 'dateOfBirth': '1882', 'academicDegree': 'Dr.', 'preferredName': 'Matthias Laros'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/119418266', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/11020624', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://id.loc.gov/authorities/names/no92008285', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/18031426', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd119418266.html', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/0000000110419620', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Matthias,Laros,1965,1882
273,http://d-nb.info/gnd/128968648,"{'variantName': ['H. W. Behm', 'John Elliot Emerson', 'Hans W. Behm', 'Hans-Wolfgang Behm', 'Wolfgang Behm'], 'forename': 'Hans Wolfgang', 'surname': 'Behm', 'biographicalOrHistoricalInformation': 'Verfasser populärer naturwiss. Werke (Mitarb. des Kosmos-Verl.), bes. zur Zoologie, auch zu Hörbigers Welteislehre u.a. esoter. Lehren seiner Zeit', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Hans Wolfgang Behm', 'dateOfBirth': '1890'}","[{'@id': 'http://id.loc.gov/authorities/names/n85815663', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/30603705', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000117552707', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Hans Wolfgang,Behm,,1890
274,http://d-nb.info/gnd/118576755,"{'dateOfDeath': '1942', 'variantName': ['Bronislaw Kaspar Malinowski', 'Bronisław Malinowski', 'Bronislaus Malinowsky', 'Bronisłav Malinovski', 'Bronislav Malinovski', 'Bronislaw Malinovsky', 'B. Malinowski'], 'forename': 'Bronislaw', 'surname': 'Malinowski', 'biographicalOrHistoricalInformation': 'Brit. Ethnologe, poln. Herkunft', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/f/f6/Bronislawmalinowski.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Bronislawmalinowski.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Bronislawmalinowski.jpg?width=270'}, 'dateOfBirth': '1884', 'preferredName': 'Bronislaw Malinowski', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4073760-3', '@value': 'Krakau'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118576755', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/11914116', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Bronisław_Malinowski', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n50040651', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/64008803', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000121363423', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Bronislaw,Malinowski,1942,1884
275,http://d-nb.info/gnd/121250547,"{'dateOfDeath': '14. November 1979', 'variantName': ['K. G. Hemmerich', 'Carl Georg Hemmerich'], 'forename': 'Karl Georg', 'surname': 'Hemmerich', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}, {'@id': 'http://d-nb.info/gnd/4033423-5', '@value': 'Künstler'}, {'@id': 'http://d-nb.info/gnd/4037215-7', '@value': 'Maler'}, {'@id': 'http://d-nb.info/gnd/4032009-1', '@value': 'Komponist'}], 'placeOfDeath': {'@value': 'Gland'}, 'dateOfBirth': '29. Mai 1892', 'preferredName': 'Karl Georg Hemmerich', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4104588-9', '@value': 'München-Schwabing'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/121250547', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://viaf.org/viaf/5782736', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/000000012017097X', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Karl Georg,Hemmerich,14. November 1979,29. Mai 1892
276,http://d-nb.info/gnd/129814563,"{'dateOfDeath': '21. August 1944', 'variantName': ['Willy Sachse', 'Anti-Nautikus', 'Big Ben', 'Jan Murr', 'Hein Snut'], 'forename': 'Willi Richard', 'surname': 'Sachse', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4132437-7', '@value': 'Mechaniker'}, {'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}, {'@id': 'http://d-nb.info/gnd/4055786-8', '@value': 'Sozialist'}, {'@id': 'http://d-nb.info/gnd/4031894-1', '@value': 'Kommunist'}, {'@id': 'http://d-nb.info/gnd/4257820-6', '@value': 'Widerstandskämpfer'}], 'biographicalOrHistoricalInformation': '1944 in Brandenburg hingerichtet', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4007956-9', '@value': 'Brandenburg an der Havel'}, 'dateOfBirth': '7. Januar 1896', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Willi Richard Sachse', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4035206-7', '@value': 'Leipzig'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/129814563', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://viaf.org/viaf/35545411', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000368268284', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Willi Richard,Sachse,21. August 1944,7. Januar 1896
277,http://d-nb.info/gnd/116395257,"{'dateOfDeath': '29. September 1957', 'variantName': ['Alex von Frankenberg', 'Gustav von Falkenberg', 'Alex-Victor von Frankenberg und Ludwigsdorff', 'Alex Victor von Frankenberg und Ludwigsdorff', 'Alex Victor von Frankenberg und Ludwigsdorf', 'Alex Victor von Frankenberg und Ludwigsdorf', 'Alex Victor Franz von Frankenberg und Ludwigsdorf', 'Alexander Viktor von Frankenberg und Ludwigsdorff', 'Alexander Victor von Frankenberg und Ludwigsdorff', 'Alex Viktor von Frankenberg'], 'prefix': 'von', 'forename': 'Alex-Victor', 'surname': 'Frankenberg und Ludwigsdorff', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}], 'biographicalOrHistoricalInformation': 'Offizier, Schriftsteller, Philosoph; geb. in Darmstadt, gest. in Tübingen', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Alex-Victor von Frankenberg und Ludwigsdorff', 'dateOfBirth': '28. November 1892'}","[{'@id': 'http://id.loc.gov/authorities/names/n89610698', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/25352619', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Alex-Victor,Frankenberg und Ludwigsdorff,29. September 1957,28. November 1892
278,http://d-nb.info/gnd/104234288,"{'dateOfDeath': '1954', 'variantName': ['Franz C. Endres', 'Franz K. Endres', 'Franz Karl Endres', 'Ein Deutscher', 'Bruder Meister'], 'forename': 'Franz Carl', 'surname': 'Endres', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}], 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/4/43/Franz_Carl_Enders,_Nargileh._1916.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Franz_Carl_Enders,_Nargileh._1916.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Franz_Carl_Enders,_Nargileh._1916.jpg?width=270'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Franz Carl Endres', 'dateOfBirth': '1878'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/104234288', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/n85059243', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/37346973', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.hls-dhs-dss.ch/textes/d/D28198.php', 'publisher': {'icon': 'http://www.hls-dhs-dss.ch/favicon.ico', 'name': 'Historisches Lexikon der Schweiz (HLS)', 'abbr': 'CH_HLS'}}, {'@id': 'http://www.isni.org/0000000110555155', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Franz Carl,Endres,1954,1878
279,http://d-nb.info/gnd/118509586,"{'forename': 'Lavrentij Pavlovič', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4046517-2', '@value': 'Politiker'}, {'@id': 'http://d-nb.info/gnd/4043375-4', '@value': 'Offizier'}], 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/f/fb/Lavrenti_Beria_Stalins_family.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Lavrenti_Beria_Stalins_family.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Lavrenti_Beria_Stalins_family.jpg?width=270'}, 'preferredName': 'Lavrentij Pavlovič Berija', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfDeath': '23. Dezember 1953', 'variantName': ['L. Beria', 'L. P. Beria', 'Lavrenti Beria', 'L. P. Beriia', 'Lavrentii Pavlovich Beriia', 'L. P. Berija', 'Lavrentij Berija', 'Lavrentiy Beria', 'Lavrenty Pavlovich Beria', 'Lavrenty Pavlovich Beriya', 'Lavrenti Pavlovich Beria', 'Lawrientij Pawlowicz Beria', 'Lawrentij Beria', 'Lawrenti P. Berija'], 'surname': 'Berija', 'biographicalOrHistoricalInformation': 'Sowjet. Politiker; Chef der Geheimpolizei; von 1938 bis 1945 Volkskommissar; 1953 Minister für Innere Angelegenheiten', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4074987-3', '@value': 'Moskau'}, 'placeOfBirth': {'@value': 'Mercheuli'}, 'dateOfBirth': '29. März 1899'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118509586', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://en.wikipedia.org/wiki/Lavrentiy_Beria', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n50007693', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/20471281', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Lavrentij Pavlovič,Berija,23. Dezember 1953,29. März 1899
280,http://d-nb.info/gnd/121954005,"{'dateOfDeath': '7. Juli 1938', 'variantName': ['Pavel Efimovič Dybenko', 'P. E. Dybenko', 'Pavel Efimovich Dybenko'], 'forename': 'Pavel E.', 'surname': 'Dybenko', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4055409-0', '@value': 'Soldat'}], 'biographicalOrHistoricalInformation': 'Sowjet. Militär', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/b/b3/Paveldybenko.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Paveldybenko.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Paveldybenko.jpg?width=270'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Pavel E. Dybenko', 'dateOfBirth': '16. Februar 1889'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/121954005', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}]",Pavel E.,Dybenko,7. Juli 1938,16. Februar 1889
281,http://d-nb.info/gnd/124979122,"{'dateOfDeath': '1963', 'forename': 'August', 'surname': 'Zechmeister', 'biographicalOrHistoricalInformation': 'Österr. Theologe, Bibliothekar, Politiker', 'preferredName': 'August Zechmeister', 'dateOfBirth': '1907'}","[{'@id': 'http://viaf.org/viaf/69875859', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/000000001485979X', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",August,Zechmeister,1963,1907
282,http://d-nb.info/gnd/126233683,"{'variantName': ['Alexander Areuss'], 'dateOfBirthAndDeath': '20. Jh.', 'forename': 'Axel', 'surname': 'Arheuss', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}], 'periodOfActivity': '1922', 'preferredName': 'Axel Arheuss', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}}","[{'@id': 'http://viaf.org/viaf/52675993', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000014262635', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Axel,Arheuss,,
283,http://d-nb.info/gnd/101899661,"{'dateOfDeath': '30. November 1988', 'variantName': ['Herbert Stahl'], 'forename': 'Johannes', 'surname': 'Steel', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4028781-6', '@value': 'Journalist'}], 'biographicalOrHistoricalInformation': 'Amerikan. Journalist und Rundfunkkommentator dt. Herkunft; Emigration 1933 über Frankreich (fraglich), Niederlande und Großbritannien, ab 1934 in den USA; amerikan. Staatsbürger ab 1938', 'dateOfBirth': '3. August 1908', 'preferredName': 'Johannes Steel', 'placeOfBirth': {'@value': 'Elberfeld/Rheinland'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/101899661', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/no2002055321', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/74229829', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/000000011448063X', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Johannes,Steel,30. November 1988,3. August 1908
284,http://d-nb.info/gnd/126682232,"{'periodOfActivity': '1934', 'preferredName': 'Barbara N. Jakovleva', 'surname': 'Jakovleva', 'forename': 'Barbara N.'}","[{'@id': 'http://viaf.org/viaf/3472874', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000023991274', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Barbara N.,Jakovleva,,
