id	title
http://d-nb.info/361758235	Hanussen - Ein Abenteurer unserer Zeit! ; Nach persönl. Mitteilgn geschildert ; Hinter d. Kulissen e. mysteriösen Lebens
http://d-nb.info/362483469	Was beim Mann so häßlich ist - Lose Blätter aus dem Tagebuche e. Frau
http://d-nb.info/573836477	Die Jugend in der Russischen Revolution - [Deutsch bearb.]
http://d-nb.info/574911502	Pybrac - [Gedichte ; 256 erot. Vierzeiler, mit 10 Lith. von Vertés?]
http://d-nb.info/gnd/4099323-1	Der Mann ohne Eigenschaften
http://d-nb.info/573551308	Offener Brief an Herrn Faulhaber zurzeit Kardinal in München, Erzbischöfliches Palais
http://d-nb.info/577496174	Die Kantoner Kommune und der Kampf gegen den weissen Terror in den Kolonien u. Halbkolonien
http://d-nb.info/574516476	Lauras Wollust und Laster
http://d-nb.info/36507618X	Auch Brutus war ein ehrenwerter Mann! - Gedanken ueber Ehrbegriffe im dritten Reiche
http://d-nb.info/361544111	Anatomisches Frauenbuch - Zeitgemässe Frauenpflege
http://d-nb.info/36190603X	Anregung zu einer Völkerbundsreform auf christlicher Grundlage
http://d-nb.info/578499002	Hindenburg, 85 Jahre - [Dem Vater des Volkes] ; Lieder
http://d-nb.info/574214461	Anangaranga - Die Bühne des Liebesgottes
http://d-nb.info/575002484	Unsere sexuelle Not
http://d-nb.info/575183624	Die Endzeit - 8 Traktate
http://d-nb.info/574029362	Sensationeller Brief eines lettländischen Juden an Hitler
http://d-nb.info/361473028	Das Ehrenbuch des Führers - Der Weg zur Volksgemeinschaft
http://d-nb.info/578585758	Weihnacht
http://d-nb.info/578507234	Čeští básníci Lužici
http://d-nb.info/572295987	Ein Grenzbierfest - Eine Erinnerg an d. Tage vom 12.-14. Okt. 1935 in Wiershausen
http://d-nb.info/577398792	Bauer wach auf! - Die Sozialdemokraten kommen!
http://d-nb.info/368427366	Aus den Erlebnissen einer Sängerin
http://d-nb.info/368793001	Aus den Memoiren eines Frauenarztes. [Verf.: Richard Werther]
http://d-nb.info/576566225	Die Memoiren der Fanny Hill John Cleland - Memoires of a woman of pleasure ; Erlebnisse in englischen Bordellen
http://d-nb.info/580954781	Offener Brief an alle Deutschen und ihre Führer im Reich und in den Ländern
http://d-nb.info/576454249	'Wir bleiben''s die Alten ...! - Kantonale Selbsthülfe oder zunehmende Krise? ; Bericht über d. Verhandlungen d. Kantonsrats Appenzell a. Rh.'
http://d-nb.info/361641443	Das Moskauer Theater für Kinder
http://d-nb.info/362686408	Ist die protestantische Kirche auf dem Wege nach Rom?
http://d-nb.info/574911448	'Manuel de civilité pour les petites filles - A l''usages des maisons d''éducation'
http://d-nb.info/572351690	Auf zum Kampf gegen die Kriegshetzer!
http://d-nb.info/361195397	Zwanzig Jahre Weltgeschichte in 700 Bildern - 1910-1930
http://d-nb.info/578946068	Attentäter, Spitzel und Justizrat Class - Der Seeckt- und Harden-Prozess
http://d-nb.info/579173291	Margarete Sinclair, Zierde der werktätigen Jugend und der Menschheit
http://d-nb.info/578201259	Der Geist der Ungeborenen - [Ein Führer zu grösserer Freude]
http://d-nb.info/574602313	Liebe ohne Folgen - Wie verhütet man ungewollte Empfängnis u. Schwangerschaft?
http://d-nb.info/573165432	Wir marschieren! - General Ludendorff zu Adolf Hitler am 9. Nov. 1923 vor d. Marsch durch München
http://d-nb.info/575562692	Die Hoffnung auf Gerechtigkeit - ein Trugbild?
http://d-nb.info/57831942X	Der ""allerchristlichste"" Reichsfeind Doktor Dollfuß
http://d-nb.info/576061166	Gedanken über eine mögliche Neuordnung der deutschen Wirtschaftswerbung
http://d-nb.info/576610038	Braun oder Feldgrau? - Hitler- Röhm oder Seldte-Duesterberg? ; Ein Warng an dt. Eltern
http://d-nb.info/576121452	Pius XII. zum Gedächtnis, Pius XII. zum Gruß
http://d-nb.info/574832351	Der Kraftmensch - Großer erot. Moderoman
http://d-nb.info/gnd/4486211-8	Na Śla̧sku Opolskim
http://d-nb.info/575345144	Eine harte Nuss für Leugner der wörtlichen Eingebung (Verbalinspiration) der Heiligen Schrift
http://d-nb.info/576257400	Die Histori von ein trocken Schiffsfahrt darinnen drey Studenten sampt ihren Libsten gar sein und lustig Schwänk erzelen
http://d-nb.info/575315814	Erlebnisse eines kriegsfreiwilligen Arztes im Weltkriege - Nach Tagebuchaufzeichngn
http://d-nb.info/572617658	Die Memoiren der Fanny Hill - Erlebn. in engl. Bordellen
http://d-nb.info/572033214	Kinder hungern! - Kinder sterben! ; Wir klagen an!
http://d-nb.info/573916705	Schinderhannes der tollkühne Räuber und Abenteuerer - Leben u. Lieben e. Räuberhauptmannes ; [Nach Chroniken, Akten u. Dokumenten bearb.] ; H. 1-100
http://d-nb.info/57517630X	Anatomisches Frauenbuch - Zeitgemässe Frauenpflege
http://d-nb.info/57831875X	Vom Dämon der Unzucht gepackt! - Das traurige Schicksal e. dt. Lehrerstochter, von ihr selbst erzählt
http://d-nb.info/572149840	Zur Volkseinheit
http://d-nb.info/576610046	Nationalsozialist oder Stahlhelmmann? - Seldte oder Hitler? ; Eine Stimme a. d. vordersten Front d. nationalen Bewegung
http://d-nb.info/574916113	Ein Trauerspiel in 3 Aufzügen und einem Zwischenspiel
http://www.worldcat.org/oclc/6972446	Chantage à la guerre.
http://www.worldcat.org/oclc/250406649	Menschenköpfe.
http://www.worldcat.org/oclc/17255766	'Rayons et ombres d''Allemagne.'
http://www.worldcat.org/oclc/29106410	Die geschichte und ziele der deutschen sozialpolitik,
http://www.worldcat.org/oclc/9296273 	The road to power.
http://www.worldcat.org/oclc/246321409	Zirkus der Geschlechter
http://www.worldcat.org/oclc/40114127	Was wollen die Frauen in der Politik?
http://www.worldcat.org/oclc/1003526 	Brigade of spies
http://www.worldcat.org/oclc/2918902 	Nazi Germany explained,
http://www.worldcat.org/oclc/62319843	Pater Damian, der apostel der aussätzigen; ein lebensbild nach seinen briefen, berichten von zeitgenossen und zahlreichen unveröffentlichten dokumenten.
http://www.worldcat.org/oclc/85540351	Gestapo v Praze
http://www.worldcat.org/oclc/257960174	Die Volkswirtschaft der UdSSR : Niedergang und Wiederaufstieg
http://www.worldcat.org/oclc/797286879	Ricardo und Marx als Werttheoretiker eine kritische Studie
http://www.worldcat.org/oclc/64713450	'Mussert''s veertien punten program'
http://www.worldcat.org/oclc/251413706	Netzhautablösung und ihre operationslose Behandlung einschließlich anderer Erkrankungen an Netzhaut, Aderhaut, Regenbogenhaut, Hornhaut und Sehnerv
http://www.worldcat.org/oclc/2434255 	The cross of peace : a novel
http://www.worldcat.org/oclc/637300122	Erlebte Weltgeschichte : Von Sarajewo zum Weltkrieg ...
http://www.worldcat.org/oclc/496767335	'Ferdinand Lassalle Sein Leben und Wirken ... : Auf Grund der besten und zuverlässigsten Quellen geschildert : Mit ungedruckten Briefen und Berichten Ferdinand Lassalle''s, Georg Klapka''s, Johann Philipp Becker''s und der Gräfin Sophie Hatzfeldt'
http://www.worldcat.org/oclc/252225803 	Het bruine bolsjewisme : over de Christenvervolging in het Derde Rijk. Fl. J.P. Peeters.
http://www.worldcat.org/oclc/502025872 	Formes nues, 1935  
http://www.worldcat.org/oclc/84792899	Ihr Lebens-Jahresführer
http://www.worldcat.org/oclc/37473113	Der Militarismus : Social-philosophische Untersuchungen in gemeinverständlicher Form
http://www.worldcat.org/oclc/38576686 	Die soziale Lage der arbeitenden Klassen in Berlin.
http://www.worldcat.org/oclc/18437246 	Die Gerechtigkeit und die Entfaltung des Lebens
http://www.worldcat.org/oclc/253309648 	Das Weib und der Centaur.
http://www.worldcat.org/oclc/630390503 	Bau und Leben des sozialen Körpers : Encyclopädischer Entwurf e. realen Anatomie, Physiologie u. Psychologie d. menschlichen Gesellschaft m. bes. Rücksicht auf d. Volkswirtschaft als sozialen Stoffwechsel.
http://www.worldcat.org/oclc/301478529 	'Vie et mort de Dollfuss : chancelier d''autriche.'
http://www.worldcat.org/oclc/577442 	Nazi Germany: its women and family life,
