row	authorFirstname	authorLastname	 X	GND	preferredName	yearOfBirth	yearOfDeath	placeOfBirth	placeOfDeath	professionOrOccupation	foaf_page	
2695	Karl	Renner	 	http://d-nb.info/gnd/1035119080	Renner, Dietrich	1885	1955	 	 	 	 	DifferentiatedPerson
2698	Sigmund	Freud	 	http://d-nb.info/gnd/118535315	Freud, Sigmund	1856	1939	Freiberg <Tschechische Republik>	London	Psychoanalytiker | Neurologe	http://de.wikipedia.org/wiki/Sigmund_Freud	DifferentiatedPerson
2713	Curzio	Malaparte	 	http://d-nb.info/gnd/118781383	Malaparte, Curzio	1898	1957	 	Rom	Journalist | Schriftsteller | Diplomat	http://de.wikipedia.org/wiki/Curzio_Malaparte	DifferentiatedPerson
2717	Ludwig	Winder	 	http://d-nb.info/gnd/118633643	Winder, Ludwig	1889	1946	 	 	Schriftsteller | Dramatiker | Lyriker | Journalist	http://de.wikipedia.org/wiki/Ludwig_Winder	Pseudonym
2721	Frederik	Prokosch	 									
2736	Robert	Heymann	 	http://d-nb.info/gnd/121233154	Heymann, Robert	1879	1946	 	 	Schriftsteller | Dramaturg | Redakteur	 	DifferentiatedPerson
2736	Robert	Heymann	 	http://d-nb.info/gnd/1025984579	Heymann, Robert	 	 	 	 	 	 	DifferentiatedPerson
2736	Robert	Heymann	 	http://d-nb.info/gnd/171953045	Heymann, Robert <der Jüngere>	1901	1963	 	 	 	 	DifferentiatedPerson
2736	Robert	Heymann	 	http://d-nb.info/gnd/172137152	Heymann, Robert <der Ältere>	1879	 	 	 	 	 	DifferentiatedPerson
2736	Robert	Heymann	 	http://d-nb.info/gnd/105811890	Arden, Robert	1901	1963	 	 	Schriftsteller	 	DifferentiatedPerson
2736	Robert	Heymann	 	http://d-nb.info/gnd/129699632	Heymann, Robert	 	 	 	 	Tierarzt	 	DifferentiatedPerson
2736	Robert	Heymann	 	http://d-nb.info/gnd/127053093	Heymann, Robert <sen.>	 	 	 	 	 	http://de.wikipedia.org/wiki/Robert_Heymann	DifferentiatedPerson
2736	Robert	Heymann	 	http://d-nb.info/gnd/125156340	Heymann, Robert-Christian	 	 	 	 	 	 	DifferentiatedPerson
2739	Hans	Schomburgk	 	http://d-nb.info/gnd/11875906X	Schomburgk, Hans	1880	1967	 	 	Afrikanist	http://de.wikipedia.org/wiki/Hans_Schomburgk	DifferentiatedPerson
2743	Rahel	Sanzara	 	http://d-nb.info/gnd/118605526	Sanzara, Rahel	1894	1936	 	 	Schriftstellerin	http://de.wikipedia.org/wiki/Rahel_Sanzara	DifferentiatedPerson
2752	Walter	Rode	 	http://d-nb.info/gnd/116579048	Rode, Walther	1876	1934	 	 	Jurist | Journalist | Schriftsteller	http://de.wikipedia.org/wiki/Walther_Rode	DifferentiatedPerson
2752	Walter	Rode	 	http://d-nb.info/gnd/125599250	Rode, Walter Wilhelm	1891	 	Walim	 	 	 	DifferentiatedPerson
2754	Arthur	Crispien	 	http://d-nb.info/gnd/124374921	Crispien, Arthur	1875	1946	 	 	 	http://de.wikipedia.org/wiki/Arthur_Crispien	DifferentiatedPerson
2761	Franz	Scott	 									
2771	Konrad	Heiden	 	http://d-nb.info/gnd/116604859	Heiden, Konrad	1901	1966	München	New York, NY	Publizist | Journalist	http://de.wikipedia.org/wiki/Konrad_Heiden	Pseudonym
2783	Veit	Valentin	 	http://d-nb.info/gnd/117339784	Valentin, Georg Philipp Leonhard Veit	 	 	 	 	 	 	DifferentiatedPerson
2783	Veit	Valentin	 	http://d-nb.info/gnd/118803735	Valentin, Veit	1885	1947	Frankfurt am Main	Washington, DC	Historiker | Archivar	http://de.wikipedia.org/wiki/Veit_Valentin	DifferentiatedPerson
2783	Veit	Valentin	 	http://d-nb.info/gnd/117442445	Valentin, Veit	1842	1900	 	 	Kunsthistoriker | Literarhistoriker	 	DifferentiatedPerson
2784	W.	Wogau	 	http://d-nb.info/gnd/124418880	Wogau, W.	 	 	 	 	 	 	DifferentiatedPerson
2789	Hanns Heinz	Ewers	 	http://d-nb.info/gnd/118685570	Ewers, Hanns Heinz	1871	1943	Düsseldorf	Berlin	Schriftsteller | Jurist | Redakteur	http://de.wikipedia.org/wiki/Hanns_Heinz_Ewers	DifferentiatedPerson
2793	Rudolf	Geist	 	http://d-nb.info/gnd/1022940902	Geist, Rudolf	1834	1883	Rawicz	 	Pädagoge | Oberlehrer	 	DifferentiatedPerson
2793	Rudolf	Geist	 	http://d-nb.info/gnd/123026431	Geist, Rudolf	1900	1957	 	Wien	Schriftsteller	 	DifferentiatedPerson
2793	Rudolf	Geist	 	http://d-nb.info/gnd/1013971574	Geist, Rudolf	1910	 	 	 	Physiker | Mathematiker	 	DifferentiatedPerson
2795	Rudolf Jeremias	Kreutz	 	http://d-nb.info/gnd/124813739	Kreutz, Rudolf Jeremias	1876	1949	 	Grundlsee	Schriftsteller | Journalist | Offizier	http://de.wikipedia.org/wiki/Rudolf_Jeremias_Kreutz	DifferentiatedPerson
2798	Berthold Jacob	Salomon	 	http://d-nb.info/gnd/118639870	Jacob, Berthold	1898	1944	 	 	Journalist | Schriftsteller | Pazifist	http://de.wikipedia.org/wiki/Berthold_Jacob	Pseudonym
2801	Viktor	Bauer	 	http://d-nb.info/gnd/126006385	Bauer, Viktor von	1876	1939	 	 	 	 	DifferentiatedPerson
2816	Arthur	Schnitzler	 	http://d-nb.info/gnd/118609807	Schnitzler, Arthur	1862	1931	Wien	Wien	Schriftsteller | Dramatiker | Arzt	http://de.wikipedia.org/wiki/Arthur_Schnitzler	DifferentiatedPerson
2816	Arthur	Schnitzler	 	http://d-nb.info/gnd/13965688X	Schnitzler, Arthur von	1857	1917	 	 	Gutsherr	 	DifferentiatedPerson
2819	Martin	Sommerfeld	 	http://d-nb.info/gnd/117477621	Sommerfeld, Martin	1894	1939	Angerburg	 	Philologe | Germanist | Literarhistoriker | Privatdozent	http://de.wikipedia.org/wiki/Martin_Sommerfeld_%28Literaturhistoriker%29	DifferentiatedPerson
2819	Martin	Sommerfeld	 	http://d-nb.info/gnd/141061448	Sommerfeld, Martin	 	 	 	 	 	 	DifferentiatedPerson
2820	Lothar	Wolf	 	http://d-nb.info/gnd/117445126	Wolf, Karl Lothar	1901	1969	 	 	Chemiker	http://de.wikipedia.org/wiki/Karl_Lothar_Wolf	DifferentiatedPerson
2820	Lothar	Wolf	 	http://d-nb.info/gnd/132697548	Wolf, Lothar	1882	1938	Wiesbaden	 	Arzt	 	DifferentiatedPerson
2822	Willi (Wilhelm Friedrich)	Frischauer	 									
2825	Edwin	Hoernle	 	http://d-nb.info/gnd/118705660	Hoernle, Edwin	1883	1952	Cannstatt	Bad Liebenstein	Schriftsteller | Lyriker | Dramatiker | Pädagoge	http://de.wikipedia.org/wiki/Edwin_Hoernle	Pseudonym
2827	Erich Maria	Remarque	 	http://d-nb.info/gnd/118599631	Remarque, Erich Maria	1898	1970	Osnabrück	Locarno	Schriftsteller	http://de.wikipedia.org/wiki/Erich_Maria_Remarque	DifferentiatedPerson
2830	Arthur	Zapp	 	http://d-nb.info/gnd/116965959	Zapp, Arthur	1852	1925	Luckau <Landkreis Dahme-Spreewald, Region>	Berlin	Schriftsteller | Offizier	http://de.wikipedia.org/wiki/Arthur_Zapp	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/118761870	Schröder, Karl H.	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117078956	Schröder, Otto	1851	1937	Halenbeck-Rohlsdorf	Berlin	Klassischer Philologe | Gymnasiallehrer | Publizist	http://de.wikipedia.org/wiki/Otto_Schr%C3%B6der_%28Philologe%29	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/119114364	Schröder, Karl	1905	 	 	 	Künstler	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117061387	Schröder, August	1800	1883	 	 	Prediger	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117072222	Schröder, Karl	1760	1844	 	 	Künstler	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117072338	Schroeder, Carl	 	1894	 	 	Katholischer Theologe | Pfarrer	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117072362	Schröder, Karl	 	 	 	 	Pfarrer	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117072613	Schröder, Karl Friedrich	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117072389	Schröder, Carl	1840	1916	 	Schwerin	Bibliothekar | Germanist	http://de.wikipedia.org/wiki/Carl_Gustav_Theodor_Schr%C3%B6der	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117072672	Schröder, Karl Ludwig	1877	1940	 	 	Dramaturg | Theaterdirektor | Redakteur	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117079375	Schröder, Richard	1838	1917	Altentreptow	Heidelberg	Jurist | Hochschullehrer	http://de.wikipedia.org/wiki/Richard_Schr%C3%B6der_%28Jurist%29	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117646555	Schroeder, Karl	1838	1887	Neustrelitz	Berlin	Arzt	http://de.wikipedia.org/wiki/Karl_Schroeder	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117072265	Schröder, Carl	1802	1867	 	 	Künstler | Kunsterzieher	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117061565	Schroeder, Eduard August	1852	1929	 	 	Jurist | Soziologe | Volkswirt	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/117072435	Schroeder, Carl	1848	1935	Quedlinburg	Bremen	Komponist | Kapellmeister | Dirigent	http://de.wikipedia.org/wiki/Carl_Schroeder	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/121245047	Schroeder, Ferdinand Carl Wilhelm Adolph	1797	1867	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/119494892	Schröder, Karl	1907	1996	 	 	Künstler	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/119259869	Schröder, Karl	1884	1950	 	 	Schriftsteller | Politiker	http://de.wikipedia.org/wiki/Karl_Schr%C3%B6der_%28KAPD%29	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1012385264	Schröder, Karl Heinz	1914	2006	Lunden	 	Geograph | Hochschullehrer	http://de.wikipedia.org/wiki/Karl_Heinz_Schr%C3%B6der_%28Geograph%29	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1020506725	Schroeder, Carl Adam	 	 	Mansfeld	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1020676094	Schröder, Karl	1884	1950	 	Berlin	Politiker | Schriftsteller	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1021148938	Schröder, Wolfgang	1869	1914	Leipzig	 	Oberlehrer | Pädagoge	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1025064933	Schroeder, Carl	1872	 	Warin	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1025138732	Schröder, Karl	1895	 	Schwerin	 	Lehrer | Studienrat	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/101666964X	Jost, Karl	1882	 	 	 	Anglist	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/101802897	Schröder, Wilhelm F.	1890	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/129756040	Schröder, Helmut	1888	1938	 	 	Architekt	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/132463822	Schroeder, Karl	1877	 	Würzburg	 	Ingenieur	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/127489258	Schröder, Karl Gottfried	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/127488286	Schroeder, Gustav-Karl	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/127489266	Schröder, Karl Robert	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/131787470	Schroeder, Carl Friedrich Gustav	1838	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/128416645	Schröder, Carl August	1855	1945	Hamburg	Hamburg	Senator | Bürgermeister | Rechtsanwalt	http://de.wikipedia.org/wiki/Carl_August_Schr%C3%B6der	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/128607378	Schroeder, Karl-Ludwig	1890	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/120044315	Schröder, Karl Ernst von	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/124151191	Schroeder, Felix von	1912	2003	 	 	Historiker	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/122786769	Schroeder, Karl Franz	1756	1789	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/123114551	Schröder, Johann Karl	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/140576673	Schröder, Karl August	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/140576797	Schröder, Karl August	 	 	 	 	Respondent	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/133220079	Schroeder, Karl-Hermann	1915	 	 	 	Jurist | Notar	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/133659887	Schröder, Karl	1886	1922	 	 	Sänger | Tenor <Sänger>	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/135069688	Schröder, Karl	1816	1890	 	 	Komponist	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/130525154	Schröder, Karl	1897	 	 	 	 	http://de.wikipedia.org/wiki/Karl_Schr%C3%B6der_%28NSDAP%29	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1033290084	Schröder, Walter	1884	1955	Anklam	Berlin	Pfarrer | Oberlehrer | Schriftsteller | Mundartschriftsteller	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/103877134X	Schröder, Karl	1870	1945	Tapiau	Dachau	Maler | Landschaftsmaler	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1029091544	Schröder, Karl	1912	1996	 	 	Kameramann	http://de.wikipedia.org/wiki/Karl_Schr%C3%B6der_%28Kameramann%29	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1035133857	Schröder, Karl	1890	1966	 	 	 	http://de.wikipedia.org/wiki/Karl_Schr%C3%B6der_%28Oldenburg%29	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1037499719	Schröder, Karl August	 	 	 	 	 	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1014363357	Schröder, Wigand	1896	1969	Marburg	 	Landwirt	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1014386829	Schroeder, Karl	 	 	 	 	Amtsrichter	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1014393701	Schroeder, Ludwig Karl Paul	1870	 	 	 	Offizier	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1014188938	Schroeder, Karl von	1814	1852	 	 	Arzt	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1014188245	Schroeder, Johann Karl von	1771	1840	 	 	Pfarrer | Superintendent	 	DifferentiatedPerson
2834	Karl	Schroeder	 	http://d-nb.info/gnd/1014358205	Schröder, Charles Heinrich von	1826	1909	 	 	Gutsherr	 	DifferentiatedPerson
2845	Claire	Goll	 	http://d-nb.info/gnd/118540556	Goll, Claire	1891	1977	Nürnberg	Paris	Schriftstellerin | Übersetzerin | Journalistin	http://de.wikipedia.org/wiki/Claire_Goll	DifferentiatedPerson
2846	Don Brennus	Aléra	 									
2853	Anton	Klotz	 	http://d-nb.info/gnd/1016454872	Klotz, Anton Gregor	1827	1895	 	 	Politiker | Abgeordneter | Händler	 	DifferentiatedPerson
2853	Anton	Klotz	 	http://d-nb.info/gnd/130816264	Klotz, Anton	1802	1851	 	 	 	 	DifferentiatedPerson
2853	Anton	Klotz	 	http://d-nb.info/gnd/124063756	Clotz, Johann Anton	 	 	 	 	Arzt	 	DifferentiatedPerson
2853	Anton	Klotz	 	http://d-nb.info/gnd/130816175	Klotz, Josef Anton	1761	1842	 	 	 	 	DifferentiatedPerson
2857	Helmut	Plessner	 	http://d-nb.info/gnd/118741071	Plessner, Helmuth	1892	1985	Wiesbaden	 	Soziologe | Philosoph	http://de.wikipedia.org/wiki/Helmuth_Plessner	DifferentiatedPerson
2871	Ward	Price	 	http://d-nb.info/gnd/120589214	Price, George Ward	1886	1961	 	 	 	 	DifferentiatedPerson
2872	Max	Herrmann	 	http://d-nb.info/gnd/118703870	Herrmann-Neiße, Max	1886	1941	Neiße	London	Schriftsteller | Kritiker	http://de.wikipedia.org/wiki/Max_Herrmann-Nei%C3%9Fe	DifferentiatedPerson
2872	Max	Herrmann	 	http://d-nb.info/gnd/119182211	Herrmann, Max	1908	1999	 	 	Künstler	http://de.wikipedia.org/wiki/Max_Herrmann_%28Maler%29	DifferentiatedPerson
2872	Max	Herrmann	 	http://d-nb.info/gnd/119098687	Herrmann, Max	1865	1942	Berlin	Theresienstadt	Philologe | Theaterwissenschaftler	http://de.wikipedia.org/wiki/Max_Herrmann_%28Theaterwissenschaftler%29	DifferentiatedPerson
2872	Max	Herrmann	 	http://d-nb.info/gnd/132499088	Herrmann, Otto	1859	 	 	 	Geologe	 	DifferentiatedPerson
2872	Max	Herrmann	 	http://d-nb.info/gnd/128873639	Herrmann, Max	1880	 	 	 	 	 	DifferentiatedPerson
2872	Max	Herrmann	 	http://d-nb.info/gnd/125134746	Herrmann, Christian Max	 	 	 	 	 	 	DifferentiatedPerson
2872	Max	Herrmann	 	http://d-nb.info/gnd/1027794432	Herrmann, Maximilian	1834	 	 	 	Arzt	 	DifferentiatedPerson
2873	Fritz	Heymann	 	http://d-nb.info/gnd/116792264	Heymann, Fritz	1897	1944	Bocholt	Auschwitz	Journalist | Schriftsteller	http://de.wikipedia.org/wiki/Fritz_Heymann	DifferentiatedPerson
2873	Fritz	Heymann	 	http://d-nb.info/gnd/125156235	Heymann, Fritz Karl	 	 	 	 	 	 	DifferentiatedPerson
2873	Fritz	Heymann	 	http://d-nb.info/gnd/138972915	Heymann, Werner	1911	 	Dresden	 	 	 	DifferentiatedPerson
2875	Georg	Groha	 	http://d-nb.info/gnd/132048795	Groha, Georg	1897	1941	 	 	 	 	DifferentiatedPerson
2880	Heinz	Kraschutzki	 	http://d-nb.info/gnd/124549810	Kraschutzki, Heinz	1891	1982	 	 	 	http://de.wikipedia.org/wiki/Heinz_Kraschutzki	DifferentiatedPerson
2888	Hermann	Rauschning	 	http://d-nb.info/gnd/118749331	Rauschning, Hermann	1887	1982	Thorn	 	Politiker | Publizist | Landwirt	http://de.wikipedia.org/wiki/Hermann_Rauschning	DifferentiatedPerson
2889	Ernst	Scheitel	 	http://d-nb.info/gnd/127486372	Scheitel, Ernst	 	 	 	 	 	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/116844892	Fuchs, Rudolf	1892	1985	 	 	Künstler | Maler | Graphiker	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/116844876	Fuchs, Rudolf	1890	1942	Poděbrady	London	Schriftsteller | Übersetzer	http://de.wikipedia.org/wiki/Rudolf_Fuchs	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/11684485X	Fuchs, Rudolf	 	 	 	 	Klassischer Philologe	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/1014834570	Fuchs, Arthur Rudolf Josef	1892	 	 	 	 	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/12003378X	Fuchs, Rudolf	1820	 	 	 	 	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/116844868	Fuchs, Rudolf	1861	1945	 	 	Schauspieler	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/141860340	Fuchs, Rudolf	 	 	 	 	 	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/141860456	Fuchs, Rudolf	 	 	 	 	 	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/14186110X	Fuchs, Rudolf	1892	 	 	 	Physiker	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/141861150	Fuchs, Rudolf	1901	 	 	 	Jurist	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/141861231	Fuchs, Rudolf	1912	 	 	 	Hautarzt	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/141861215	Fuchs, Rudolf	1908	 	 	 	Arzt	 	DifferentiatedPerson
2893	Rudolf	Fuchs	 	http://d-nb.info/gnd/139892125	Fuchs, Rudolf	 	 	 	 	Ingenieur	 	DifferentiatedPerson
2894	Harald	Beijer	 									
2897	Paul	Schuhmann	 	http://d-nb.info/gnd/121814726	Schuhmann, Paul Leopold von	1815	1886	 	 	 	http://de.wikipedia.org/wiki/Leopold_von_Schuhmann	DifferentiatedPerson
2897	Paul	Schuhmann	 	http://d-nb.info/gnd/10738468X	Gerold, Karl	1906	1973	 	 	Journalist | Schriftsteller	http://de.wikipedia.org/wiki/Karl_Gerold	Pseudonym
2906	Edwin Fritz	Tetzner	 									
2907	Max	Brod	 	http://d-nb.info/gnd/118515624	Brod, Max	1884	1968	Prag	Tel Aviv	Schriftsteller | Komponist | Musiker	http://de.wikipedia.org/wiki/Max_Brod	Pseudonym
2907	Max	Brod	 	http://d-nb.info/gnd/132388006	Brod, Max	1880	1959	 	 	Musiker | Sänger | Tenor <Sänger>	 	DifferentiatedPerson
2907	Max	Brod	 	http://d-nb.info/gnd/129700703	Brod, Max	 	 	 	 	Arzt	 	DifferentiatedPerson
2909	Otto Michael	Knab	 	http://d-nb.info/gnd/116243392	Knab, Otto Michael	1905	1990	 	 	Journalist | Schriftsteller | Publizist | Pädagoge	 	DifferentiatedPerson
2911	Georg Engelbert	Graf	 	http://d-nb.info/gnd/120578042	Graf, Georg Engelbert	1881	1952	 	 	 	http://de.wikipedia.org/wiki/Georg_Engelbert_Graf	DifferentiatedPerson
2912	Zyrill	Fischer	 	http://d-nb.info/gnd/11928278X	Fischer, Zyrill	1892	1945	 	 	Publizist | Soziologe	http://de.wikipedia.org/wiki/Zyrill_Fischer	DifferentiatedPerson
2917	Friedrich Wilhelm	Bautz	 									
2921	Willy	Cohn	 	http://d-nb.info/gnd/119245329	Cohn, Willy	1888	1941	Breslau	 	Pädagoge | Historiker | Lehrer	http://de.wikipedia.org/wiki/Willy_Cohn	DifferentiatedPerson
2921	Willy	Cohn	 	http://d-nb.info/gnd/132135655	Cohn, Willy	1888	1942	 	 	Bankier | Kaufmann	 	DifferentiatedPerson
2921	Willy	Cohn	 	http://d-nb.info/gnd/116636246	Cohn, Willy	1876	 	 	 	Komponist | Kapellmeister	 	DifferentiatedPerson
2927	Peter	Merin	 	http://d-nb.info/gnd/104534516	Bihalji-Merin, Oto	1904	1993	Zemun	Belgrad	Kunsthistoriker | Essayist | Publizist | Verleger	http://de.wikipedia.org/wiki/Oto_Bihalji-Merin	DifferentiatedPerson
2929	Erich	Weinert	 	http://d-nb.info/gnd/118630245	Weinert, Erich	1890	1953	Magdeburg	Berlin	Schriftsteller | Maler | Graphiker	http://de.wikipedia.org/wiki/Erich_Weinert	Pseudonym
2929	Erich	Weinert	 	http://d-nb.info/gnd/13060867X	Weinert, Erich	 	 	 	 	Heimatkundler	 	DifferentiatedPerson
2932	Kurt	Doberer	 	http://d-nb.info/gnd/116151056	Doberer, Kurt Karl	1904	1993	Nürnberg	Nürnberg	Ingenieur | Schriftsteller	http://de.wikipedia.org/wiki/Kurt_Karl_Doberer	DifferentiatedPerson
2934	Theodor	Hespers	 	http://d-nb.info/gnd/124375448	Hespers, Theodor	1903	1943	Mönchengladbach	 	Widerstandskämpfer | Kaufmann	http://de.wikipedia.org/wiki/Theo_Hespers	DifferentiatedPerson
2935	Theodor	Cassau	 	http://d-nb.info/gnd/1031219943	Cassau, Theodor Otto	1884	 	 	 	Wirtschaftswissenschaftler	 	DifferentiatedPerson
2941	Philipp	Scheidemann	 	http://d-nb.info/gnd/118754351	Scheidemann, Philipp	1865	1939	 	 	Politiker | Schriftsteller | Buchdrucker	http://de.wikipedia.org/wiki/Philipp_Scheidemann	DifferentiatedPerson
2941	Philipp	Scheidemann	 	http://d-nb.info/gnd/172356474	Scheidemann, Philipp	1863	1939	 	 	 	 	DifferentiatedPerson
2945	Angelica	Balabanoff	 	http://d-nb.info/gnd/118945572	Balabanoff, Angelica	1878	1965	 	 	Politikerin	http://de.wikipedia.org/wiki/Angelica_Balabanova	DifferentiatedPerson
2947	Konstantin	Brunner	 	http://d-nb.info/gnd/118631616	Brunner, Constantin	1862	1937	Altona	Den Haag	Philosoph | Kritiker | Literarhistoriker	http://de.wikipedia.org/wiki/Constantin_Brunner	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/118827375	Koch, Adolf	1855	1922	 	 	Historiker | Bibliothekar | Linguist	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/117527246	Koch, Gustav Adolf	1846	1921	 	 	Mineraloge	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/120622521	Koch, Adolf Wilhelm Friedrich	 	 	 	 	 	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/174129149	Koch, Adolf	 	 	 	 	 	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/1012901831	Jorkasch-Koch, Adolf von	1823	1902	 	 	Jurist | Verwaltungsbeamter	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/1012901912	Jorkasch-Koch, Adolf von	1848	1909	 	 	Jurist | Verwaltungsbeamter	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/1012279839	Koch, Adolf	1843	1912	 	Stuttgart	 	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/130479985	Koch, Adolf	1896	1970	 	 	Pädagoge	http://de.wikipedia.org/wiki/Adolf_Koch_%28P%C3%A4dagoge%29	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/116264233	Koch, Adolf Reinhard	 	 	 	 	 	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/121826856	Koch, Carl Adolph Ludwig	1804	1876	 	 	Arzt	 	DifferentiatedPerson
2961	Adolf	Koch	 	http://d-nb.info/gnd/122952154	Koch, Hennig Adolph	 	 	 	 	Jurist	 	DifferentiatedPerson
